Timestamp,"Generation, Active Gross Power (MW)","Generation, Reactive Gross Power (MVAR)","OEC, Exhaust Pressure Turbine CW (Bara)","OEC, Exhaust Pressure Turbine CCW (Bara)",Ambient Temp (C),"Spesific Steam - Brine, Consumption (kg/MW)","Steam, Main Steam Press (barg)","Steam, Main Steam Temp (C)","Brine, Brine Header Press (barg)","Brine, Brine Header Temp (C)","IJN-6-1, WHP (barg)","IJN-6-1, Valve Open (%)","IJN-6-1, 2 Phase Line Press (barg)","IJN-6-1, 2 Phase Line Temp (C)","IJN-6-2, WHP (barg)","IJN-6-2, Valve Open (%)","IJN-6-2, 2 Phase Line Press (barg)","IJN-6-2, 2 Phase Line Temp (C)","IJN-6-3, WHP (barg)","IJN-6-3, Valve Open (%)","IJN-6-3, 2 Phase Line Press (barg)","IJN-6-3, 2 Phase Line Temp (C)","IJN-6-4, WHP (barg)","IJN-6-4, Valve Open (%)","IJN-6-4, 2 Phase Line Press (barg)","IJN-6-4, 2 Phase Line Temp (C)","Pad 6, Separator Temp (C)","Pad 6, Separator Pressure (barg)","Pad 6, Steam Flow (kg/s)","IJN-8-1, WHP (barg)","IJN-8-1, Valve Open (%)","IJN-8-1, 2 Phase Line Press (barg)","IJN-8-1, 2 Phase Line Temp (C)","IJN-8-2, WHP (barg)","IJN-8-2, Valve Open (%)","IJN-8-2, 2 Phase Line Press (barg)","IJN-8-2, 2 Phase Line Temp (C)","Pad 8, Separator Temp (C)","Pad 8, Separator Pressure (barg)","Pad 8, Separator Temp (kg/s)","Pad 6 & Pad 8, Main Steam Flowrate (kg/s)","Pad 6 & Pad 8, Brine Flowrate (kg/s)","Pad 6 & Pad 8, Total Flowrate (kg/s)","IJN-5-1, Injection Press (Bara)","IJN-5-1, Injection Flow (kg/s)","IJN-5-1, Injection Temp (C)","IJN-5-1, Valve Open (%)","IJN-5-1, WHP (barg)","DUPE, IGNORE (1)","DUPE, IGNORE(2)","Header Reinjection Pump, Temperature (C)","Header Reinjection Pump, Pressure (Bara)","Brine Bypass Pre-heater, Opening CV-A (%)","Brine Bypass Pre-heater, Opening CV-B (%)","Preheater, Outlet Temp (C)","Separator IJN-6, Opening Brine Dump Valve A (%)","Separator IJN-6, Opening Brine Dump Valve B (%)","Separator IJN-8, Opening Brine Dump Valve A (%)","Separator IJN-8, Opening Brine Dump Valve B (%)","Rock Muffler, Opening Steam Dump Valve A (%)","Rock Muffler, Opening Steam Dump Valve B (%)",Source DGR,Delta Pressure_Barg
18-06-2025 1500H,33.886,5.131,0.82,0.835,18.846,4.174,12.684,192.904,15.847,193.609,28.433,17.053,13.825,197.342,31.355,10.093,13.585,195.287,18.361,45.049,13.913,195.707,18.936,45.085,13.867,197.177,194.525,13.115,43.97,3.603,9.976,0.0,79.575,21.971,50.103,13.402,191.246,194.356,13.015,3.186,49.219,92.208,141.427,12.001,133.959,95.294,14.614,6.783,15.847,193.609,87.942,14.514,0.885,0.224,93.213,0.113,0.11,0.075,0.089,0.591,0.849,Daily Generation Report_2025.06.18.xlsx,1.331
18-06-2025 1600H,33.919,4.046,0.808,0.825,18.291,4.166,12.693,192.895,15.842,193.564,28.351,17.055,13.843,197.3,31.37,10.09,13.593,195.231,18.412,45.045,13.932,195.682,18.954,45.084,13.867,197.137,194.495,13.119,43.711,3.777,9.978,0.0,79.702,21.965,50.11,13.407,191.17,194.341,13.021,3.288,47.653,93.665,141.318,12.067,134.452,95.183,14.613,6.827,15.842,193.564,88.767,14.503,0.891,0.214,93.841,0.113,0.111,0.298,0.089,0.591,0.853,Daily Generation Report_2025.06.18.xlsx,1.337
18-06-2025 1700H,33.612,6.239,0.809,0.836,17.788,4.191,12.637,192.728,15.839,193.553,28.037,17.081,13.754,197.137,31.387,10.097,13.523,195.087,18.345,45.037,13.875,195.513,18.926,45.076,13.805,196.969,194.336,13.057,43.675,3.677,9.974,0.0,79.703,21.928,50.169,13.336,191.024,194.201,12.967,3.367,47.921,92.945,140.865,11.941,133.717,95.625,14.609,6.715,15.839,193.553,88.379,14.487,0.909,0.218,94.264,0.11,0.12,0.295,0.087,0.618,0.672,Daily Generation Report_2025.06.18.xlsx,1.35
18-06-2025 1800H,33.767,7.91,0.821,0.856,17.337,4.211,12.648,192.797,15.907,193.401,28.378,17.554,13.747,197.251,31.413,10.104,13.529,195.174,18.34,45.032,13.891,195.561,18.932,45.063,13.822,197.044,194.422,13.071,43.949,3.55,9.971,0.0,79.606,21.903,50.171,13.335,191.021,194.288,12.982,3.434,49.496,92.693,142.189,12.007,133.709,95.646,14.607,6.763,15.907,193.401,87.691,14.524,0.917,0.22,93.451,0.107,0.141,0.07,0.085,0.636,0.629,Daily Generation Report_2025.06.18.xlsx,1.381
18-06-2025 1900H,33.655,7.537,0.821,0.847,16.676,4.264,12.621,192.662,16.009,193.361,27.989,18.13,13.696,197.066,31.458,10.113,13.489,195.056,18.305,45.031,13.856,195.397,18.916,45.054,13.787,196.882,194.249,13.033,43.538,3.534,9.973,0.0,79.469,21.888,50.177,13.303,190.824,194.133,12.954,3.33,48.433,95.082,143.515,12.194,134.761,95.509,14.606,6.86,16.009,193.361,87.876,14.604,0.922,0.219,93.932,0.106,0.163,0.209,0.084,0.646,0.605,Daily Generation Report_2025.06.18.xlsx,1.404
18-06-2025 2000H,33.69,6.865,0.827,0.839,16.175,4.193,12.652,192.795,15.846,193.498,28.323,18.626,13.734,197.254,31.496,10.121,13.524,195.205,18.286,45.03,13.89,195.487,18.882,45.048,13.82,197.03,194.411,13.072,43.943,3.347,9.972,0.0,79.315,21.878,50.17,13.33,190.929,194.272,12.986,3.368,49.063,92.208,141.27,11.895,133.05,96.009,14.605,6.679,15.846,193.498,87.634,14.446,0.927,0.216,94.226,0.106,0.176,0.209,0.084,0.655,0.638,Daily Generation Report_2025.06.18.xlsx,1.399
18-06-2025 2100H,33.982,5.475,0.791,0.796,15.474,4.178,12.754,193.165,15.969,193.513,28.097,18.999,13.818,197.532,31.533,10.124,13.612,195.495,18.321,45.03,13.977,195.743,18.89,45.044,13.906,197.309,194.746,13.167,43.463,3.037,9.974,0.0,79.173,21.883,49.95,13.424,191.184,194.634,13.084,3.509,48.264,93.716,141.98,12.024,133.754,95.327,14.605,6.764,15.969,193.513,87.347,14.527,0.932,0.215,93.526,0.106,0.183,0.115,0.084,0.655,0.913,Daily Generation Report_2025.06.18.xlsx,1.441
18-06-2025 2200H,34.068,4.985,0.744,0.749,15.567,4.151,12.795,193.287,15.925,193.647,27.828,18.826,13.842,197.615,31.564,10.119,13.642,195.617,18.313,45.029,14.003,195.834,18.881,45.044,13.936,197.383,194.852,13.203,43.225,2.977,9.969,0.0,79.072,21.885,49.273,13.46,191.337,194.773,13.123,3.228,48.324,93.083,141.407,11.826,133.394,95.525,14.605,6.618,15.925,193.647,86.809,14.458,0.93,0.216,93.354,0.106,0.184,0.115,0.084,0.646,1.259,Daily Generation Report_2025.06.18.xlsx,1.465
18-06-2025 2300H,34.268,4.721,0.739,0.747,16.213,4.128,12.786,193.259,15.945,193.653,28.277,18.346,13.854,197.653,31.593,10.111,13.646,195.661,18.368,45.028,14.007,195.898,18.914,45.05,13.942,197.418,194.846,13.201,43.626,3.212,9.967,0.0,79.056,21.897,49.031,13.454,191.404,194.742,13.115,2.954,48.447,93.01,141.457,11.878,134.144,95.503,14.605,6.636,15.945,193.653,86.766,14.468,0.925,0.218,93.308,0.106,0.177,0.338,0.084,0.634,1.292,Daily Generation Report_2025.06.18.xlsx,1.475
19-06-2025 0000H,33.788,3.334,0.739,0.746,16.347,4.203,12.505,192.26,15.56,194.574,29.526,18.036,13.663,196.976,31.623,10.104,13.421,194.986,18.268,45.032,13.786,195.297,18.801,45.057,13.723,196.734,193.984,12.951,44.893,3.442,9.97,0.0,79.097,21.872,50.147,13.193,190.857,193.732,12.841,3.108,49.926,92.098,142.025,11.869,134.016,97.123,14.605,6.573,15.56,194.574,85.526,14.107,0.919,0.219,97.836,0.107,0.171,0.084,0.085,0.629,0.446,Daily Generation Report_2025.06.18.xlsx,1.455
19-06-2025 0100H,34.159,2.556,0.745,0.753,16.235,4.122,12.763,193.17,15.851,193.711,28.293,18.035,13.841,197.578,31.646,10.106,13.625,195.65,18.328,45.027,13.982,195.846,18.9,45.055,13.923,197.366,194.767,13.18,43.689,3.528,9.968,0.0,79.151,21.903,49.45,13.436,191.372,194.638,13.092,3.172,49.092,91.727,140.82,11.69,133.1,95.823,14.606,6.505,,,87.207,14.39,0.91,0.222,93.638,0.107,0.165,0.517,0.085,0.625,1.142,Daily Generation Report_2025.06.19.xlsx,1.459
19-06-2025 0200H,34.16,2.545,0.751,0.758,16.416,4.188,12.792,193.287,16.019,193.728,28.115,18.032,13.863,197.641,31.69,10.105,13.649,195.744,18.365,45.027,14.007,195.934,18.913,45.055,13.946,197.452,194.863,13.205,43.381,3.55,9.968,0.0,79.222,21.907,49.672,13.465,191.474,194.739,13.12,3.379,48.81,94.238,143.048,11.973,134.602,95.129,14.606,6.664,,,87.119,14.532,0.907,0.22,93.317,0.107,0.163,0.069,0.085,0.624,1.055,Daily Generation Report_2025.06.19.xlsx,1.485
19-06-2025 0300H,34.157,3.169,0.754,0.762,16.308,4.126,12.78,193.234,15.956,193.813,28.076,18.031,13.849,197.599,31.728,10.106,13.636,195.689,18.342,45.026,13.995,195.881,18.904,45.053,13.933,197.403,194.817,13.193,43.454,3.475,9.968,0.0,79.281,21.905,49.714,13.453,191.413,194.69,13.108,3.486,47.806,93.123,140.929,11.805,133.875,95.42,14.606,6.563,,,86.827,14.468,0.907,0.22,93.313,0.107,0.164,0.069,0.085,0.63,1.067,Daily Generation Report_2025.06.19.xlsx,1.487
19-06-2025 0400H,34.182,5.148,0.755,0.762,16.222,4.134,12.749,193.125,15.934,193.797,28.304,18.034,13.828,197.539,31.756,10.108,13.613,195.595,18.361,45.024,13.975,195.83,18.916,45.052,13.912,197.341,194.724,13.166,43.748,3.293,9.969,0.0,79.331,21.903,49.582,13.422,191.335,194.583,13.078,3.444,48.461,92.855,141.315,11.818,134.048,95.923,14.606,6.577,,,86.936,14.407,0.907,0.22,93.79,0.107,0.163,0.298,0.084,0.635,1.111,Daily Generation Report_2025.06.19.xlsx,1.526
19-06-2025 0500H,33.954,5.935,0.749,0.756,15.9,4.226,12.776,193.199,16.105,193.682,27.794,18.035,13.835,197.513,31.781,10.108,13.626,195.569,18.342,45.024,13.984,195.833,18.917,45.05,13.922,197.335,194.753,13.181,43.142,3.11,9.968,0.0,79.37,21.906,49.758,13.446,191.327,194.639,13.103,3.714,48.118,95.384,143.502,11.981,134.871,94.96,14.605,6.654,,,87.1,14.552,0.908,0.222,93.483,0.107,0.165,0.366,0.084,0.632,1.217,Daily Generation Report_2025.06.19.xlsx,1.551
19-06-2025 0600H,34.073,5.846,0.757,0.766,16.324,4.163,12.805,193.31,15.962,193.782,28.289,18.035,13.875,197.694,31.8,10.102,13.662,195.701,18.326,45.027,14.006,195.93,18.868,45.181,13.955,197.416,194.896,13.22,43.557,3.148,9.969,0.0,79.416,21.911,49.499,13.48,191.472,194.757,13.133,3.597,49.049,92.791,141.84,11.741,133.551,95.721,14.606,6.523,,,86.711,14.413,0.9,0.229,93.544,0.107,0.156,0.137,0.085,0.627,1.243,Daily Generation Report_2025.06.19.xlsx,1.547
19-06-2025 0700H,34.119,5.814,0.776,0.789,17.687,4.219,12.777,193.231,16.181,193.736,28.102,18.041,13.865,197.626,31.828,10.09,13.647,195.668,18.376,45.032,13.976,195.966,18.92,45.691,13.953,197.355,194.821,13.194,43.607,3.356,9.972,0.0,79.603,21.941,49.506,13.466,191.502,194.672,13.106,3.283,48.583,95.366,143.949,12.135,135.991,95.611,14.609,6.759,,,86.783,14.587,0.875,0.229,93.797,0.109,0.13,0.449,0.088,0.613,1.078,Daily Generation Report_2025.06.19.xlsx,1.592
19-06-2025 0800H,34.132,6.042,0.803,0.82,18.708,4.199,12.73,193.068,16.097,193.637,27.899,18.593,13.86,197.52,31.856,10.071,13.626,195.567,18.364,45.031,13.938,195.945,18.936,46.077,13.936,197.342,194.694,13.161,44.047,3.5,9.978,0.0,79.962,21.974,49.573,13.441,191.498,194.545,13.062,3.288,49.505,93.809,143.314,12.023,135.459,95.633,14.613,6.712,,,86.942,14.526,0.832,0.226,93.729,0.113,0.114,0.453,0.091,0.589,1.193,Daily Generation Report_2025.06.19.xlsx,1.569
19-06-2025 0900H,34.113,7.192,0.831,0.849,19.516,4.303,12.721,193.032,16.313,193.688,27.254,21.857,13.93,197.667,31.881,10.058,13.656,195.615,18.39,45.025,13.967,196.03,18.782,46.091,13.951,197.428,194.679,13.161,44.33,3.486,9.983,0.0,80.387,21.989,49.354,13.444,191.565,194.526,13.053,3.629,51.656,95.133,146.789,12.316,136.825,96.242,14.617,6.906,,,86.959,14.702,0.784,0.202,94.283,0.115,0.115,1.713,0.094,0.56,1.306,Daily Generation Report_2025.06.19.xlsx,1.61
19-06-2025 1000H,33.877,7.032,0.855,0.872,20.214,4.521,12.637,192.738,17.004,193.67,25.479,25.206,13.896,197.491,31.914,10.059,13.594,195.37,18.443,45.02,13.92,195.875,18.697,46.101,13.882,197.128,194.316,13.058,43.404,3.336,9.984,0.0,80.789,21.993,50.244,13.368,191.31,194.177,12.965,3.588,51.498,101.674,153.172,13.14,140.714,95.786,14.619,7.441,,,87.484,15.31,0.757,0.174,94.313,0.117,0.116,10.244,0.094,0.524,0.84,Daily Generation Report_2025.06.19.xlsx,1.692
19-06-2025 1100H,34.069,5.406,0.875,0.893,20.458,4.54,12.573,192.501,17.265,193.691,25.246,27.51,13.912,197.535,31.94,10.06,13.572,195.26,18.428,45.018,13.902,195.793,18.719,46.106,13.853,197.016,194.095,12.997,43.639,3.039,9.987,0.0,81.115,21.976,52.16,13.318,191.13,193.933,12.905,3.241,52.864,101.807,154.671,13.349,141.254,96.171,14.62,7.645,,,87.647,15.543,0.746,0.169,94.501,0.118,0.117,18.676,0.094,0.495,0.401,Daily Generation Report_2025.06.19.xlsx,1.721
19-06-2025 1200H,34.577,4.805,0.877,0.897,20.091,4.466,12.711,192.985,17.449,194.059,26.03,29.628,14.147,198.289,31.952,10.058,13.749,195.825,18.388,45.02,14.062,196.236,18.704,46.107,14.013,197.58,194.633,13.155,44.399,2.811,9.991,0.0,81.371,21.929,52.766,13.452,191.517,194.434,13.043,3.336,53.398,101.008,154.407,13.471,141.561,96.271,14.62,7.74,,,87.02,15.695,0.75,0.169,94.398,0.119,0.118,18.696,0.094,0.495,0.548,Daily Generation Report_2025.06.19.xlsx,1.752
19-06-2025 1300H,34.935,5.764,0.874,0.894,19.727,4.58,12.928,193.725,17.238,194.588,26.577,28.86,14.369,198.968,31.958,10.487,13.954,196.476,18.45,45.022,14.25,196.79,18.698,46.106,14.204,198.169,195.353,13.368,44.203,2.848,9.991,0.0,81.585,21.898,50.645,13.651,192.087,195.156,13.252,3.382,52.152,107.854,160.006,12.93,146.467,95.793,17.409,8.31,,,87.1,15.343,0.76,0.164,94.263,0.119,0.118,10.564,0.094,0.501,1.868,Daily Generation Report_2025.06.19.xlsx,1.894
19-06-2025 1400H,35.038,5.692,0.866,0.884,19.39,4.715,12.966,193.845,16.585,194.632,26.857,25.395,14.321,198.832,31.961,11.466,13.95,196.48,18.539,45.026,14.263,196.813,18.755,46.098,14.207,198.104,195.431,13.393,43.56,3.027,9.986,0.0,81.74,21.898,49.448,13.681,192.165,195.276,13.289,3.466,51.399,113.811,165.21,11.866,150.508,95.896,21.084,8.858,,,87.123,14.587,0.788,0.17,94.32,0.117,0.116,2.011,0.093,0.524,1.94,Daily Generation Report_2025.06.19.xlsx,1.997
19-06-2025 1500H,35.025,4.574,0.848,0.865,18.89,4.66,12.914,193.675,16.355,194.454,27.091,22.965,14.215,198.508,31.967,12.008,13.87,196.257,18.532,45.029,14.208,196.599,18.8,46.086,14.137,197.885,195.253,13.338,43.326,3.078,9.979,0.0,81.844,21.888,50.409,13.626,191.994,195.122,13.238,3.526,51.204,112.02,163.225,11.701,148.735,96.059,20.768,8.812,,,86.938,14.384,0.833,0.186,94.139,0.116,0.113,0.078,0.092,0.549,1.062,Daily Generation Report_2025.06.19.xlsx,1.97
19-06-2025 1600H,34.99,3.341,0.82,0.835,18.128,4.583,12.934,193.723,16.426,194.521,27.252,22.465,14.212,198.534,31.961,11.992,13.873,196.277,18.468,45.029,14.22,196.581,18.767,46.07,14.144,197.922,195.296,13.354,43.32,2.905,9.975,0.0,81.861,21.845,50.413,13.626,191.97,195.162,13.257,3.163,49.218,111.154,160.372,12.074,147.553,96.261,19.344,8.753,,,87.169,14.465,0.938,0.199,94.748,0.113,0.112,0.075,0.089,0.95,1.08,Daily Generation Report_2025.06.19.xlsx,1.959
19-06-2025 1700H,34.921,4.083,0.789,0.804,17.434,4.53,12.93,193.732,16.382,194.417,27.433,21.479,14.149,198.466,31.951,11.983,13.846,196.261,18.449,45.028,14.197,196.568,18.734,46.049,14.127,197.885,195.296,13.343,43.291,2.703,9.971,0.0,81.789,21.804,50.007,13.601,191.967,195.193,13.255,2.714,48.211,109.973,158.184,12.035,146.729,96.479,19.119,8.668,,,86.986,14.429,1.054,0.206,94.705,0.109,0.116,0.072,0.087,1.529,0.639,Daily Generation Report_2025.06.19.xlsx,1.951
19-06-2025 1800H,34.822,4.98,0.784,0.798,17.221,4.5,12.91,193.666,16.299,194.237,27.645,20.468,14.089,198.31,31.954,11.981,13.812,196.147,18.476,45.027,14.172,196.522,18.763,46.044,14.1,197.793,195.227,13.321,43.233,2.695,9.971,0.0,81.737,21.781,50.899,13.576,191.88,195.128,13.237,3.038,48.538,108.164,156.702,11.856,145.475,96.21,19.118,8.549,,,87.201,14.361,1.085,0.207,94.578,0.108,0.126,0.071,0.086,1.586,0.402,Daily Generation Report_2025.06.19.xlsx,1.937
19-06-2025 1900H,34.719,4.631,0.787,0.792,16.962,4.492,12.84,193.426,16.182,194.162,27.76,20.119,14.01,198.072,31.954,11.975,13.74,195.916,18.413,45.026,14.105,196.333,18.753,46.053,14.034,197.603,195.0,13.253,43.305,2.814,9.971,0.0,81.701,21.753,51.675,13.505,191.68,194.885,13.168,3.396,48.817,107.136,155.953,11.792,144.81,96.911,19.118,8.519,,,87.369,14.244,1.092,0.208,95.219,0.108,0.137,0.07,0.086,1.366,0.401,Daily Generation Report_2025.06.19.xlsx,1.937
19-06-2025 2000H,34.619,4.582,0.812,0.816,16.65,4.488,12.748,193.146,16.182,193.946,27.794,20.113,13.924,197.843,31.959,11.966,13.655,195.686,18.383,45.024,14.028,196.107,18.713,46.053,13.954,197.388,194.743,13.165,43.591,2.837,9.969,0.0,81.63,21.731,52.149,13.417,191.417,194.63,13.079,3.568,48.951,106.433,155.383,11.785,144.39,97.22,19.117,8.526,,,87.13,14.232,1.096,0.208,94.968,0.107,0.15,0.069,0.085,1.205,0.4,Daily Generation Report_2025.06.19.xlsx,1.949
19-06-2025 2100H,34.713,4.338,0.821,0.831,16.222,4.432,12.698,192.954,16.136,193.786,27.824,20.106,13.875,197.685,31.964,11.965,13.607,195.516,18.401,45.022,13.987,195.919,18.717,45.69,13.907,197.245,194.562,13.117,43.81,2.659,9.969,0.0,81.515,21.718,52.845,13.369,191.167,194.434,13.031,3.676,48.688,105.162,153.849,11.67,143.287,96.818,19.116,8.455,,,86.907,14.212,1.099,0.206,94.898,0.107,0.163,0.069,0.084,1.111,0.397,Daily Generation Report_2025.06.19.xlsx,1.923
19-06-2025 2200H,34.871,4.995,0.776,0.783,15.66,4.356,12.665,192.853,16.1,193.775,27.879,20.111,13.834,197.578,31.97,11.965,13.567,195.418,18.327,45.021,13.946,195.737,18.692,45.192,13.862,197.141,194.454,13.081,43.719,2.304,9.969,0.0,81.384,21.709,53.078,13.341,191.063,194.327,12.999,3.512,47.27,104.615,151.885,11.557,142.896,97.088,19.115,8.365,,,86.726,14.183,1.099,0.204,94.958,0.106,0.173,0.068,0.084,1.01,0.395,Daily Generation Report_2025.06.19.xlsx,1.916
19-06-2025 2300H,34.987,5.053,0.754,0.76,15.491,4.31,12.704,192.997,16.147,193.774,28.08,20.109,13.869,197.705,31.978,11.96,13.601,195.551,18.308,45.019,13.98,195.772,18.732,45.048,13.897,197.227,194.588,13.119,43.688,2.057,9.971,0.0,81.277,21.687,53.036,13.378,191.133,194.462,13.038,3.604,46.444,104.352,150.796,11.498,142.763,96.651,19.115,8.314,,,87.198,14.212,1.096,0.203,94.692,0.106,0.181,0.068,0.084,0.925,0.395,Daily Generation Report_2025.06.19.xlsx,1.933
20-06-2025 0000H,34.796,5.049,0.754,0.759,15.406,4.681,12.514,192.384,16.463,194.269,28.822,20.095,13.739,197.398,31.976,11.959,13.463,195.237,18.285,45.019,13.851,195.507,18.723,45.047,13.765,196.953,194.131,12.963,45.11,1.915,9.972,0.0,81.216,21.644,52.964,13.198,191.064,193.954,12.851,3.385,54.156,108.71,162.865,12.409,150.112,103.025,19.115,8.886,,,85.029,14.335,1.102,0.203,96.283,0.106,0.192,0.068,0.084,0.853,0.396,Daily Generation Report_2025.06.19.xlsx,2.119
20-06-2025 0100H,35.296,5.1,0.763,0.771,15.404,4.047,12.769,193.203,15.79,193.832,29.699,19.591,13.968,198.087,31.986,11.958,13.699,195.801,18.339,44.973,14.072,196.024,18.806,44.991,13.992,197.559,194.92,13.224,45.611,1.573,9.974,0.0,81.106,21.659,52.363,13.441,191.369,194.704,13.108,3.554,51.03,91.811,142.84,10.788,134.727,96.637,17.943,7.293,,,86.032,14.051,1.043,0.205,93.642,0.106,0.184,0.068,0.084,1.682,0.395,Daily Generation Report_2025.06.20.xlsx,1.743
20-06-2025 0200H,35.294,3.427,0.77,0.779,15.129,3.888,12.784,193.248,15.664,193.798,29.728,19.51,13.968,198.131,31.993,11.57,13.711,195.852,18.384,44.984,14.087,196.077,18.848,44.988,14.006,197.596,194.991,13.247,46.193,1.399,9.973,0.0,81.01,21.666,52.281,13.459,191.378,194.748,13.125,3.83,50.341,86.884,137.225,11.154,131.008,95.27,15.846,6.698,,,84.805,14.111,0.964,0.205,92.677,0.106,0.187,0.068,0.084,1.936,0.396,Daily Generation Report_2025.06.20.xlsx,1.557
20-06-2025 0300H,35.295,3.804,0.768,0.778,15.182,3.868,12.789,193.268,15.646,193.863,29.398,19.129,13.967,198.125,32.004,10.665,13.716,195.884,18.369,45.041,14.089,196.085,18.895,45.043,14.011,197.587,195.014,13.254,46.17,1.326,9.97,0.0,80.932,21.668,52.169,13.469,191.398,194.758,13.131,3.628,50.637,85.899,136.536,11.404,130.424,94.623,14.922,6.493,,,84.143,14.098,0.944,0.205,92.502,0.106,0.185,0.068,0.084,1.716,0.395,Daily Generation Report_2025.06.20.xlsx,1.547
20-06-2025 0400H,35.295,5.735,0.758,0.769,15.297,3.841,12.787,193.268,15.643,193.844,29.153,19.024,13.959,198.096,32.013,10.149,13.711,195.855,18.344,45.041,14.082,196.058,18.914,45.044,14.005,197.573,195.009,13.251,46.023,1.284,9.97,0.0,80.858,21.664,52.338,13.466,191.377,194.749,13.128,3.391,49.997,85.559,135.557,11.215,130.156,94.51,14.922,6.323,,,84.127,14.08,0.94,0.204,92.414,0.106,0.18,0.068,0.084,1.664,0.394,Daily Generation Report_2025.06.20.xlsx,1.562
20-06-2025 0500H,35.251,6.817,0.757,0.766,15.261,3.841,12.783,193.251,15.661,193.819,28.949,19.018,13.943,198.059,32.013,10.148,13.702,195.832,18.36,45.04,14.077,196.047,18.904,45.042,13.996,197.544,194.987,13.244,45.975,1.254,9.966,0.0,80.767,21.657,52.263,13.458,191.366,194.733,13.124,3.453,49.871,85.53,135.401,11.117,130.22,94.577,14.922,6.209,,,84.034,14.083,0.94,0.203,92.533,0.106,0.186,0.068,0.084,1.65,0.393,Daily Generation Report_2025.06.20.xlsx,1.577
20-06-2025 0600H,35.176,6.766,0.756,0.765,15.616,3.889,12.759,193.178,15.634,193.825,28.766,19.017,13.911,197.972,32.015,10.146,13.674,195.779,18.337,45.04,14.045,195.979,18.896,45.044,13.97,197.463,194.911,13.218,45.926,1.225,9.966,0.0,80.708,21.655,52.198,13.436,191.371,194.665,13.1,3.402,51.557,85.258,136.816,11.028,130.089,94.705,14.922,6.129,,,83.851,14.048,0.935,0.206,92.641,0.106,0.181,0.068,0.084,1.5,0.396,Daily Generation Report_2025.06.20.xlsx,1.584
20-06-2025 0700H,35.13,6.637,0.77,0.777,16.406,3.902,12.731,193.072,15.628,193.782,28.621,19.033,13.892,197.874,32.027,10.132,13.65,195.699,18.343,45.021,14.006,195.914,18.909,45.055,13.949,197.382,194.816,13.193,45.926,1.206,9.972,0.0,80.745,21.668,52.693,13.421,191.322,194.572,13.074,3.579,51.185,85.895,137.08,11.064,130.469,94.57,14.923,6.13,,,83.936,14.059,0.917,0.213,92.564,0.108,0.155,0.07,0.085,1.441,0.402,Daily Generation Report_2025.06.20.xlsx,1.568
20-06-2025 0800H,34.935,6.446,0.807,0.808,17.432,3.878,12.679,192.9,15.643,193.66,28.501,19.496,13.867,197.719,32.047,10.111,13.613,195.561,18.366,45.004,13.951,195.819,18.906,45.074,13.908,197.267,194.658,13.147,46.044,1.234,9.975,0.0,80.89,21.686,52.958,13.392,191.237,194.411,13.024,3.761,49.963,85.523,135.486,11.031,130.57,94.73,14.925,6.086,,,84.157,14.084,0.89,0.211,92.66,0.11,0.124,0.072,0.088,1.126,0.402,Daily Generation Report_2025.06.20.xlsx,1.557
20-06-2025 0900H,34.929,6.052,0.821,0.821,18.005,3.84,12.671,192.867,15.487,193.612,28.279,20.706,13.885,197.711,32.066,10.095,13.619,195.529,18.378,45.008,13.946,195.828,18.893,45.151,13.907,197.266,194.635,13.144,46.205,1.295,9.978,0.0,81.071,21.687,53.107,13.398,191.239,194.367,13.016,3.695,48.948,85.195,134.143,10.41,130.619,94.906,13.198,6.038,,,84.359,13.88,0.903,0.2,93.031,0.111,0.111,0.074,0.09,1.074,0.394,Daily Generation Report_2025.06.20.xlsx,1.609
20-06-2025 1000H,35.178,6.01,0.817,0.829,18.433,3.921,12.726,193.03,15.704,193.762,27.925,21.1,13.971,197.929,32.079,10.083,13.693,195.722,18.382,45.006,14.007,196.019,18.901,45.642,13.98,197.403,194.817,13.208,46.42,1.288,9.98,0.0,81.267,21.682,54.03,13.471,191.449,194.546,13.076,3.666,50.988,86.942,137.93,10.22,132.131,95.028,12.943,6.187,,,84.565,14.045,0.843,0.193,93.389,0.112,0.11,0.075,0.091,1.323,0.389,Daily Generation Report_2025.06.20.xlsx,1.661
20-06-2025 1100H,35.113,5.368,0.819,0.835,18.491,4.068,12.719,193.022,16.297,193.775,27.426,20.4,13.976,197.841,32.094,10.077,13.688,195.751,18.433,45.003,14.008,196.056,18.919,46.068,13.978,197.405,194.77,13.191,45.833,1.248,9.983,0.0,81.471,21.608,54.793,13.474,191.507,194.55,13.07,3.659,51.389,91.442,142.831,11.123,134.957,95.621,14.848,6.634,,,84.93,14.59,0.753,0.181,93.658,0.113,0.111,0.369,0.091,1.355,0.385,Daily Generation Report_2025.06.20.xlsx,1.707
20-06-2025 1200H,35.057,4.858,0.815,0.83,18.342,4.047,12.677,192.882,16.276,193.753,27.49,20.071,13.934,197.694,32.096,10.077,13.644,195.614,18.445,45.001,13.971,195.95,18.802,46.068,13.929,197.327,194.63,13.147,45.773,1.166,9.982,0.0,81.637,21.48,55.226,13.426,191.388,194.407,13.025,3.601,50.752,91.131,141.883,11.307,134.564,95.914,15.277,6.71,,,85.041,14.569,0.753,0.178,93.656,0.113,0.11,0.369,0.091,1.284,0.382,Daily Generation Report_2025.06.20.xlsx,1.705
